,GameID,SeasonID,HomeID,AwayID,WinID,LossID,HomePts,AwayPts,GameDate,Home,Home3PM,Home3PA,Away,Away3PM,Away3PA,HomeWin,AwayWin,3PAResult,3PAABS,3PMResult,3PMABS,3P%Result,3P%ABS
3249,2015011710,10,10,5,5,10,62,69,1/17/2015,Franklin Pierce,9,34,New Haven,8,21,0,1,0,13,0,1,1,11.6
4969,2019022737,14,37,31,31,37,66,75,2/27/2019,Queens (N.Y.),6,23,St. Thomas Aquinas,5,10,0,1,0,13,0,1,1,23.9
3655,2016012219,11,19,24,24,19,69,76,1/22/2016,Post,8,25,Jefferson,7,12,0,1,0,13,0,1,1,26.3
1817,2010022823,5,23,20,23,20,66,64,2/28/2010,Wilmington (Del.),5,6,Bloomfield,6,19,1,0,0,13,0,1,1,51.7
2788,2013120411,9,11,9,11,9,83,70,12/4/2013,Merrimack,8,20,Bentley,7,33,1,0,0,13,1,1,1,18.8
1827,2010030524,5,24,17,17,24,77,90,3/5/2010,Jefferson,8,31,Felician,9,18,0,1,0,13,1,1,1,24.2
842,201503017,10,7,13,13,7,79,81,3/1/2015,So. Connecticut,11,33,Saint Michael's,12,20,0,1,0,13,1,1,1,26.7
3028,2014022222,9,22,25,22,25,60,53,2/22/2014,Nyack,4,15,Holy Family,6,28,1,0,0,13,0,2,1,5.3
898,201601068,11,8,3,3,8,68,77,1/6/2016,Assumption,9,33,American Int'l,7,20,0,1,0,13,0,2,1,7.7
3812,2016030631,11,31,30,31,30,80,63,3/6/2016,St. Thomas Aquinas,6,16,Daemen,8,29,1,0,0,13,0,2,1,9.9
4734,2018121939,14,39,2,39,2,91,77,12/19/2018,Molloy,7,18,Adelphi,9,31,1,0,0,13,0,2,1,9.9
2827,2013121922,9,22,2,2,22,61,73,12/19/2013,Nyack,9,31,Adelphi,7,18,0,1,0,13,0,2,1,9.9
4653,2018112026,14,26,7,26,7,67,62,11/20/2018,USciences,6,15,So. Connecticut,8,28,1,0,0,13,0,2,1,11.4
3726,2016020919,11,19,20,20,19,64,78,2/9/2016,Post,8,28,Bloomfield,6,15,0,1,0,13,0,2,1,11.4
4223,2017111231,13,31,13,31,13,86,66,11/12/2017,St. Thomas Aquinas,8,18,Saint Michael's,10,31,1,0,0,13,0,2,1,12.1
1988,2011012910,6,10,4,4,10,50,65,1/29/2011,Franklin Pierce,9,29,Le Moyne,7,16,0,1,0,13,0,2,1,12.8
4597,2018030327,13,27,16,16,27,80,87,3/3/2018,Goldey-Beacom,8,27,Dominican (N.Y.),6,14,0,1,0,13,0,2,1,13.3
2109,2011111611,7,11,10,11,10,85,75,11/16/2011,Merrimack,7,15,Franklin Pierce,9,28,1,0,0,13,0,2,1,14.6
3701,2016020320,11,20,21,20,21,89,78,2/3/2016,Bloomfield,6,13,Concordia (N.Y.),8,26,1,0,0,13,0,2,1,15.4
1517,2009020414,4,14,11,14,11,77,73,2/4/2009,So. New Hampshire,8,16,Merrimack,10,29,1,0,0,13,0,2,1,15.5
4179,2017022523,12,23,18,18,23,74,81,2/25/2017,Wilmington (Del.),10,29,Caldwell,8,16,0,1,0,13,0,2,1,15.5
2959,2014020610,9,10,13,13,10,91,106,2/6/2014,Franklin Pierce,14,34,Saint Michael's,12,21,0,1,0,13,0,2,1,15.9
4106,2017020436,12,36,34,34,36,83,94,2/4/2017,NYIT,12,31,LIU Post,10,18,0,1,0,13,0,2,1,16.9
4568,2018022127,13,27,24,27,24,76,65,2/21/2018,Goldey-Beacom,10,16,Jefferson,12,29,1,0,0,13,0,2,1,21.1
3853,2016111816,12,16,34,16,34,66,50,11/18/2016,Dominican (N.Y.),6,32,LIU Post,4,19,1,0,1,13,1,2,0,2.3
4445,2018012139,13,39,33,33,39,69,77,1/21/2018,Molloy,5,11,Roberts Wesleyan,7,24,0,1,1,13,1,2,0,16.3
3121,2014112529,10,29,25,25,29,70,84,11/25/2014,Georgian Court,11,19,Holy Family,13,32,0,1,1,13,1,2,0,17.3
1302,201901237,14,7,10,7,10,100,89,1/23/2019,So. Connecticut,15,25,Franklin Pierce,13,38,1,0,0,13,1,2,1,25.8
4460,2018012633,13,33,32,32,33,76,77,1/26/2018,Roberts Wesleyan,7,11,Bridgeport,9,24,0,1,1,13,1,2,0,26.1
1596,2009112415,5,15,11,15,11,65,60,11/24/2009,Stonehill,4,17,Merrimack,7,30,1,0,0,13,0,3,1,0.2
4277,2017112935,13,35,22,35,22,77,60,11/29/2017,Mercy,5,18,Nyack,8,31,1,0,0,13,0,3,1,2
3009,2014021821,9,21,18,18,21,74,85,2/18/2014,Concordia (N.Y.),6,24,Caldwell,3,11,0,1,0,13,0,3,1,2.3
872,201512092,11,2,22,2,22,78,72,12/9/2015,Adelphi,8,25,Nyack,11,38,1,0,0,13,0,3,1,3.1
3608,2016010919,11,19,27,27,19,61,68,1/9/2016,Post,5,25,Goldey-Beacom,2,12,0,1,0,13,0,3,0,3.3
2743,2013111618,9,18,37,18,37,82,75,11/16/2013,Caldwell,3,10,Queens (N.Y.),6,23,1,0,0,13,0,3,1,3.9
2849,2014010428,9,28,18,18,28,64,67,1/4/2014,Chestnut Hill,6,23,Caldwell,3,10,0,1,0,13,0,3,1,3.9
2599,2013012917,8,17,19,17,19,71,64,1/29/2013,Felician,5,15,Post,8,28,1,0,0,13,0,3,1,4.7
2106,2011111332,7,32,7,32,7,80,69,11/13/2011,Bridgeport,7,19,So. Connecticut,10,32,1,0,0,13,0,3,1,5.5
2360,2012021827,7,27,21,27,21,82,76,2/18/2012,Goldey-Beacom,5,14,Concordia (N.Y.),8,27,1,0,0,13,0,3,1,6.1
3831,2016111231,12,31,5,31,5,82,66,11/12/2016,St. Thomas Aquinas,8,18,New Haven,11,31,1,0,0,13,0,3,1,8.9
491,201202249,7,9,8,8,9,65,78,2/24/2012,Bentley,12,31,Assumption,9,18,0,1,0,13,0,3,1,11.3
2312,2012020431,7,31,39,39,31,58,63,2/4/2012,St. Thomas Aquinas,6,20,Molloy,3,7,0,1,0,13,0,3,1,12.9
2502,2012123019,8,19,3,3,19,94,96,12/30/2012,Post,13,31,American Int'l,10,18,0,1,0,13,0,3,1,13.7
3787,2016022317,11,17,18,17,18,85,75,2/23/2016,Felician,6,12,Caldwell,9,25,1,0,0,13,0,3,1,14
576,201302065,8,5,2,2,5,59,64,2/6/2013,New Haven,10,25,Adelphi,7,12,0,1,0,13,0,3,1,18.3
1900,2010121139,6,39,34,39,34,76,72,12/11/2010,Molloy,9,14,LIU Post,12,27,1,0,0,13,0,3,1,19.9
3304,2015013116,10,16,28,16,28,86,81,1/31/2015,Dominican (N.Y.),5,8,Chestnut Hill,8,21,1,0,0,13,0,3,1,24.4
3902,2016120316,12,16,21,16,21,78,54,12/3/2016,Dominican (N.Y.),8,30,Concordia (N.Y.),5,17,1,0,1,13,1,3,0,2.7
3450,2015111427,11,27,36,36,27,76,80,11/14/2015,Goldey-Beacom,4,14,NYIT,7,27,0,1,1,13,1,3,0,2.7
921,201601266,11,6,10,10,6,75,88,1/26/2016,Pace,5,15,Franklin Pierce,8,28,0,1,1,13,1,3,0,4.7
2240,2012011411,7,11,7,7,11,57,60,1/14/2012,Merrimack,4,12,So. Connecticut,7,25,0,1,1,13,1,3,0,5.3
1079,201702151,12,1,6,1,6,70,49,2/15/2017,Saint Rose,7,24,Pace,4,11,1,0,1,13,1,3,0,7.2
2053,2011021719,6,19,16,19,16,56,51,2/17/2011,Post,4,23,Dominican (N.Y.),1,10,1,0,1,13,1,3,1,7.4
2351,2012021618,7,18,16,16,18,57,79,2/16/2012,Caldwell,3,8,Dominican (N.Y.),6,21,0,1,1,13,1,3,0,8.9
3108,2014112236,10,36,17,36,17,75,72,11/22/2014,NYIT,11,31,Felician,8,18,1,0,1,13,1,3,0,8.9
36,200811255,4,5,12,12,5,65,72,11/25/2008,New Haven,5,11,Saint Anselm,8,24,0,1,1,13,1,3,0,12.2
635,201312075,9,5,2,5,2,83,55,12/7/2013,New Haven,9,24,Adelphi,6,11,1,0,1,13,1,3,0,17
3373,2015021718,10,18,21,18,21,94,60,2/17/2015,Caldwell,6,13,Concordia (N.Y.),3,26,1,0,0,13,1,3,1,34.7
2484,2012121518,8,18,17,18,17,105,73,12/15/2012,Caldwell,9,16,Felician,6,29,1,0,0,13,1,3,1,35.6
2478,2012121017,8,17,34,34,17,81,90,12/10/2012,Felician,11,34,LIU Post,7,21,0,1,0,13,0,4,1,0.9
4739,2018123010,14,10,12,12,10,66,83,12/30/2018,Franklin Pierce,9,31,Saint Anselm,5,18,0,1,0,13,0,4,0,1.2
1926,2011010321,6,21,18,18,21,69,83,1/3/2011,Concordia (N.Y.),6,19,Caldwell,2,6,0,1,0,13,0,4,1,1.7
1045,201701212,12,2,11,11,2,77,81,1/21/2017,Adelphi,8,29,Merrimack,4,16,0,1,0,13,0,4,0,2.6
1507,2009013113,4,13,3,13,3,68,60,1/31/2009,Saint Michael's,7,17,American Int'l,11,30,1,0,0,13,0,4,1,4.5
3399,2015022139,10,39,36,39,36,75,69,2/21/2015,Molloy,7,16,NYIT,11,29,1,0,0,13,0,4,1,5.9
434,201201111,7,1,14,1,14,73,66,1/11/2012,Saint Rose,2,10,So. New Hampshire,6,23,1,0,0,13,0,4,0,6.1
4295,2017120521,13,21,16,16,21,72,78,12/5/2017,Concordia (N.Y.),6,25,Dominican (N.Y.),2,12,0,1,0,13,0,4,0,7.3
2672,2013022037,8,37,38,37,38,88,79,2/20/2013,Queens (N.Y.),6,13,Dist. Columbia,10,26,1,0,0,13,0,4,1,7.7
3488,2015112214,11,14,24,24,14,61,67,11/22/2015,So. New Hampshire,9,24,Jefferson,5,11,0,1,0,13,0,4,1,8
673,201401224,9,4,12,4,12,76,74,1/22/2014,Le Moyne,7,13,Saint Anselm,11,26,1,0,0,13,0,4,1,11.5
4282,2017120215,13,15,10,15,10,82,78,12/2/2017,Stonehill,10,31,Franklin Pierce,6,18,1,0,1,13,1,4,0,1
3199,2014123125,10,25,23,25,23,72,59,12/31/2014,Holy Family,7,24,Wilmington (Del.),3,11,1,0,1,13,1,4,1,1.9
789,201501135,10,5,13,5,13,69,68,1/13/2015,New Haven,15,42,Saint Michael's,11,29,1,0,1,13,1,4,0,2.2
3245,2015011434,10,34,39,39,34,59,61,1/14/2015,LIU Post,3,13,Molloy,7,26,0,1,1,13,1,4,1,3.8
2805,2013121010,9,10,9,10,9,93,84,12/10/2013,Franklin Pierce,13,32,Bentley,9,19,1,0,1,13,1,4,0,6.8
4351,2017123035,13,35,8,8,35,68,81,12/30/2017,Mercy,2,13,Assumption,6,26,0,1,1,13,1,4,1,7.7
1889,2010120919,6,19,17,19,17,66,62,12/9/2010,Post,11,27,Felician,7,14,1,0,1,13,1,4,0,9.3
312,201101158,6,8,9,8,9,77,64,1/15/2011,Assumption,8,21,Bentley,4,34,1,0,0,13,1,4,1,26.3
4194,2017030531,12,31,39,31,39,97,86,3/5/2017,St. Thomas Aquinas,4,11,Molloy,9,24,1,0,0,13,0,5,0,1.1
3431,2015030712,10,12,3,3,12,79,85,3/7/2015,Saint Anselm,11,32,American Int'l,6,19,0,1,0,13,0,5,0,2.8
3202,2015010311,10,11,14,11,14,95,84,1/3/2015,Merrimack,6,19,So. New Hampshire,11,32,1,0,0,13,0,5,0,2.8
4999,2019031611,14,11,16,16,11,50,64,3/16/2019,Merrimack,7,23,Dominican (N.Y.),2,10,0,1,0,13,0,5,0,10.4
302,201101084,6,4,13,4,13,53,52,1/8/2011,Le Moyne,2,10,Saint Michael's,7,23,1,0,0,13,0,5,0,10.4
4598,2018030331,13,31,30,31,30,60,57,3/3/2018,St. Thomas Aquinas,2,14,Daemen,7,27,1,0,0,13,0,5,0,11.6
3288,2015012529,10,29,16,16,29,70,76,1/25/2015,Georgian Court,6,20,Dominican (N.Y.),1,7,0,1,0,13,0,5,0,15.7
2762,2013112322,9,22,16,16,22,63,67,11/23/2013,Nyack,6,23,Dominican (N.Y.),1,10,0,1,0,13,0,5,0,16.1
2011,2011020326,6,26,27,26,27,58,54,2/3/2011,USciences,1,9,Goldey-Beacom,6,22,1,0,0,13,0,5,0,16.2
2867,2014011112,9,12,2,12,2,92,70,1/11/2014,Saint Anselm,10,25,Adelphi,5,12,1,0,1,13,1,5,0,1.7
3351,2015021134,10,34,35,34,35,85,57,2/11/2015,LIU Post,10,25,Mercy,5,12,1,0,1,13,1,5,0,1.7
2910,2014012325,9,25,23,25,23,73,70,1/23/2014,Holy Family,15,35,Wilmington (Del.),10,22,1,0,1,13,1,5,0,2.6
3100,2014112212,10,12,8,12,8,92,75,11/22/2014,Saint Anselm,7,19,Assumption,2,6,1,0,1,13,1,5,1,3.5
923,201601279,11,9,1,9,1,71,65,1/27/2016,Bentley,9,27,Saint Rose,4,14,1,0,1,13,1,5,1,4.7
3646,2016012013,11,13,4,4,13,72,74,1/20/2016,Saint Michael's,8,16,Le Moyne,13,29,0,1,1,13,1,5,0,5.2
672,201401223,9,3,11,3,11,65,62,1/22/2014,American Int'l,9,28,Merrimack,4,15,1,0,1,13,1,5,1,5.4
2141,2011112715,7,15,11,15,11,73,64,11/27/2011,Stonehill,8,32,Merrimack,3,19,1,0,1,13,1,5,1,9.2
835,201502218,10,8,12,12,8,76,86,2/21/2015,Assumption,2,10,Saint Anselm,7,23,0,1,1,13,1,5,1,10.4
3244,2015011432,10,32,38,32,38,98,74,1/14/2015,Bridgeport,5,10,Dist. Columbia,11,23,1,0,0,13,0,6,1,2.2
4415,2018011433,13,33,34,33,34,90,78,1/14/2018,Roberts Wesleyan,6,16,LIU Post,12,29,1,0,0,13,0,6,0,3.9
4893,2019020924,14,24,16,24,16,78,71,2/9/2019,Jefferson,5,14,Dominican (N.Y.),11,27,1,0,0,13,0,6,0,5
880,201512191,11,1,24,24,1,69,72,12/19/2015,Saint Rose,9,21,Jefferson,3,8,0,1,0,13,0,6,0,5.4
3354,2015021210,10,10,3,3,10,70,76,2/12/2015,Franklin Pierce,12,32,American Int'l,6,19,0,1,0,13,0,6,0,5.9
3198,2014123119,10,19,3,3,19,66,75,12/31/2014,Post,10,31,American Int'l,4,18,0,1,0,13,0,6,0,10.1
441,201201149,7,9,1,9,1,64,60,1/14/2012,Bentley,12,27,Saint Rose,6,14,1,0,1,13,1,6,1,1.5
2702,2013030614,8,14,1,14,1,81,62,3/6/2013,So. New Hampshire,11,25,Saint Rose,5,12,1,0,1,13,1,6,1,2.3
4536,2018021326,13,26,27,27,26,73,79,2/13/2018,USciences,5,12,Goldey-Beacom,11,25,0,1,1,13,1,6,1,2.3
3443,2015111333,11,33,25,25,33,61,79,11/13/2015,Roberts Wesleyan,7,24,Holy Family,13,37,0,1,1,13,1,6,1,5.9
3606,2016010916,11,16,29,16,29,76,62,1/9/2016,Dominican (N.Y.),10,25,Georgian Court,4,12,1,0,1,13,1,6,1,6.7
1175,201801232,13,2,14,2,14,98,89,1/23/2018,Adelphi,11,34,So. New Hampshire,5,21,1,0,1,13,1,6,1,8.6
4537,2018021329,13,29,25,25,29,70,82,2/13/2018,Georgian Court,4,15,Holy Family,10,28,0,1,1,13,1,6,1,9
2943,2014012910,9,10,2,10,2,65,54,1/29/2014,Franklin Pierce,10,31,Adelphi,4,18,1,0,1,13,1,6,1,10.1
176,201001022,5,2,4,2,4,90,77,1/2/2010,Adelphi,8,25,Le Moyne,2,12,1,0,1,13,1,6,1,15.3
1055,201701251,12,1,9,1,9,90,83,1/25/2017,Saint Rose,6,14,Bentley,13,27,1,0,0,13,0,7,0,5.2
3650,2016012023,11,23,29,29,23,70,75,1/20/2016,Wilmington (Del.),10,30,Georgian Court,3,17,0,1,0,13,0,7,0,15.7
451,201201253,7,3,10,3,10,68,67,1/25/2012,American Int'l,12,25,Franklin Pierce,5,12,1,0,1,13,1,7,1,6.3
2896,2014011815,9,15,21,15,21,102,66,1/18/2014,Stonehill,13,31,Concordia (N.Y.),6,18,1,0,1,13,1,7,1,8.6
1526,2009020719,4,19,25,19,25,94,81,2/7/2009,Post,13,32,Holy Family,6,19,1,0,1,13,1,7,1,9
3790,2016022329,11,29,27,27,29,65,85,2/23/2016,Georgian Court,6,20,Goldey-Beacom,13,33,0,1,1,13,1,7,1,9.4
2559,2013011614,8,14,1,14,1,71,55,1/16/2013,So. New Hampshire,12,28,Saint Rose,5,15,1,0,1,13,1,7,1,9.6
2691,2013022732,8,32,39,32,39,81,48,2/27/2013,Bridgeport,11,29,Molloy,4,16,1,0,1,13,1,7,1,12.9
3916,2016120617,12,17,16,16,17,57,77,12/6/2016,Felician,2,6,Dominican (N.Y.),9,19,0,1,1,13,1,7,1,14.1
1675,2010010716,5,16,20,20,16,61,73,1/7/2010,Dominican (N.Y.),3,13,Bloomfield,10,26,0,1,1,13,1,7,1,15.4
2258,2012011820,7,20,18,20,18,86,61,1/18/2012,Bloomfield,10,27,Caldwell,3,14,1,0,1,13,1,7,1,15.6
1493,2009012422,4,22,18,18,22,74,78,1/24/2009,Nyack,12,23,Caldwell,4,10,0,1,0,13,0,8,0,12.2
4672,2018120118,14,18,37,18,37,61,57,12/1/2018,Caldwell,3,9,Queens (N.Y.),11,22,1,0,0,13,0,8,0,16.7
1393,2008120315,4,15,11,15,11,79,75,12/3/2008,Stonehill,3,16,Merrimack,11,29,1,0,0,13,0,8,0,19.1
4024,2017011422,12,22,24,24,22,78,80,1/14/2017,Nyack,6,14,Jefferson,14,27,0,1,1,13,1,8,1,9
575,201302063,8,3,6,3,6,61,57,2/6/2013,American Int'l,10,26,Pace,2,13,1,0,1,13,1,8,1,23.1
2810,2013121414,9,14,11,11,14,73,78,12/14/2013,So. New Hampshire,12,31,Merrimack,3,18,0,1,0,13,0,9,0,22
1066,201702044,12,4,3,4,3,87,66,2/4/2017,Le Moyne,16,31,American Int'l,7,18,1,0,1,13,1,9,1,12.7
457,201201289,7,9,7,9,7,80,75,1/28/2012,Bentley,15,30,So. Connecticut,6,17,1,0,1,13,1,9,1,14.7
882,201512194,11,4,18,4,18,80,74,12/19/2015,Le Moyne,15,32,Caldwell,6,19,1,0,1,13,1,9,1,15.3
1219,201803104,13,4,24,4,24,75,57,3/10/2018,Le Moyne,14,30,Jefferson,5,17,1,0,1,13,1,9,1,17.3
911,201601168,11,8,5,5,8,71,75,1/16/2016,Assumption,5,20,New Haven,14,33,0,1,1,13,1,9,1,17.4
4588,2018022536,13,36,30,30,36,68,92,2/25/2018,NYIT,4,14,Daemen,13,27,0,1,1,13,1,9,1,19.5
544,201301094,8,4,14,14,4,58,64,1/9/2013,Le Moyne,3,19,So. New Hampshire,12,32,0,1,1,13,1,9,1,21.7
3893,2016113027,12,27,29,27,29,80,50,11/30/2016,Goldey-Beacom,12,29,Georgian Court,3,16,1,0,1,13,1,9,1,22.6
4918,2019021615,14,15,10,15,10,92,59,2/16/2019,Stonehill,17,34,Franklin Pierce,7,21,1,0,1,13,1,10,1,16.7
1256,201812013,14,3,33,3,33,82,61,12/1/2018,American Int'l,11,33,Roberts Wesleyan,1,20,1,0,1,13,1,10,1,28.3
1994,2011012916,6,16,26,16,26,69,56,1/29/2011,Dominican (N.Y.),12,25,USciences,2,12,1,0,1,13,1,10,1,31.3
3838,2016111328,12,28,38,38,28,71,94,11/13/2016,Chestnut Hill,3,15,Dist. Columbia,14,28,0,1,1,13,1,11,1,30
1023,201612314,12,4,17,4,17,89,56,12/31/2016,Le Moyne,15,32,Felician,3,19,1,0,1,13,1,12,1,31.1
1166,201801138,13,8,6,8,6,74,67,1/13/2018,Assumption,12,22,Pace,0,9,1,0,1,13,1,12,1,54.5
1207,201802175,13,5,3,5,3,98,48,2/17/2018,New Haven,16,29,American Int'l,3,16,1,0,1,13,1,13,1,36.4
2415,2012111422,8,22,19,19,22,48,86,11/14/2012,Nyack,3,12,Post,16,25,0,1,1,13,1,13,1,39
3213,2015010710,10,10,13,10,13,90,56,1/7/2015,Franklin Pierce,17,36,Saint Michael's,2,23,1,0,1,13,1,15,1,38.5
4217,2017111136,13,36,26,26,36,67,79,11/11/2017,NYIT,2,23,USciences,1,9,0,1,0,14,0,1,1,2.4
4479,2018013025,13,25,38,38,25,58,64,1/30/2018,Holy Family,5,32,Dist. Columbia,4,18,0,1,0,14,0,1,1,6.6
4912,2019021339,14,39,32,39,32,78,69,2/13/2019,Molloy,7,21,Bridgeport,8,35,1,0,0,14,0,1,1,10.4
3596,2016010619,11,19,28,28,19,73,75,1/6/2016,Post,7,29,Chestnut Hill,6,15,0,1,0,14,0,1,1,15.9
4708,2018121232,14,32,39,39,32,97,105,12/12/2018,Bridgeport,11,35,Molloy,10,21,0,1,0,14,0,1,1,16.2
1406,2008121315,4,15,21,15,21,65,43,12/13/2008,Stonehill,5,26,Concordia (N.Y.),4,12,1,0,1,14,1,1,0,14.1
1024,201701042,12,2,10,10,2,79,101,1/4/2017,Adelphi,9,32,Franklin Pierce,10,18,0,1,0,14,1,1,1,27.5
429,201201072,7,2,13,13,2,69,83,1/7/2012,Adelphi,9,31,Saint Michael's,10,17,0,1,0,14,1,1,1,29.8
4950,2019022322,14,22,18,18,22,53,62,2/23/2019,Nyack,3,22,Caldwell,1,8,0,1,0,14,0,2,0,1.1
3582,2016010216,11,16,30,30,16,60,69,1/2/2016,Dominican (N.Y.),6,28,Daemen,4,14,0,1,0,14,0,2,1,7.2
4044,2017011834,12,34,39,39,34,68,72,1/18/2017,LIU Post,6,25,Molloy,4,11,0,1,0,14,0,2,1,12.4
1050,201701219,12,9,4,9,4,79,71,1/21/2017,Bentley,8,16,Le Moyne,10,30,1,0,0,14,0,2,1,16.7
2533,2013011211,8,11,5,5,11,57,65,1/12/2013,Merrimack,2,11,New Haven,4,25,0,1,1,14,1,2,0,2.2
4138,2017021515,12,15,12,12,15,84,85,2/15/2017,Stonehill,6,15,Saint Anselm,8,29,0,1,1,14,1,2,0,12.4
5153,20121109193,8,14,23,14,23,70,55,11/9/2012,So. New Hampshire,6,25,Wilmington (Del.),4,11,1,0,1,14,1,2,0,12.4
1755,2010020312,5,12,14,12,14,67,52,2/3/2010,Saint Anselm,9,29,So. New Hampshire,7,15,1,0,1,14,1,2,0,15.7
4400,2018011039,13,39,32,32,39,84,90,1/10/2018,Molloy,9,15,Bridgeport,11,29,0,1,1,14,1,2,0,22.1
3091,2014111729,10,29,37,29,37,61,45,11/17/2014,Georgian Court,6,13,Queens (N.Y.),4,27,1,0,0,14,1,2,1,31.4
4680,2018120416,14,16,19,16,19,79,68,12/4/2018,Dominican (N.Y.),7,12,Post,5,26,1,0,0,14,1,2,1,39.1
4806,2019011638,14,38,39,39,38,63,65,1/16/2019,Dist. Columbia,8,34,Molloy,5,20,0,1,0,14,0,3,1,1.5
5095,20100203222,5,36,35,36,35,91,60,2/3/2010,NYIT,5,16,Mercy,8,30,1,0,0,14,0,3,1,4.6
4525,2018021026,13,26,19,26,19,68,57,2/10/2018,USciences,2,7,Post,5,21,1,0,0,14,0,3,1,4.8
3464,2015111536,11,36,26,26,36,71,73,11/15/2015,NYIT,6,23,USciences,3,9,0,1,0,14,0,3,1,7.2
4957,2019022438,14,38,30,30,38,81,87,2/24/2019,Dist. Columbia,12,35,Daemen,9,21,0,1,0,14,0,3,1,8.6
1085,201702189,12,9,12,9,12,91,85,2/18/2017,Bentley,8,17,Saint Anselm,11,31,1,0,0,14,0,3,1,11.6
4354,2017123111,13,11,16,16,11,60,75,12/31/2017,Merrimack,9,27,Dominican (N.Y.),6,13,0,1,0,14,0,3,1,12.9
28,200811212,4,2,15,15,2,61,70,11/21/2008,Adelphi,8,25,Stonehill,5,11,0,1,0,14,0,3,1,13.5
3554,2015121527,11,27,26,26,27,57,65,12/15/2015,Goldey-Beacom,5,19,USciences,2,5,0,1,0,14,0,3,1,13.7
4066,2017012535,12,35,37,37,35,82,89,1/25/2017,Mercy,9,26,Queens (N.Y.),6,12,0,1,0,14,0,3,1,15.4
4394,2018011020,13,20,26,20,26,81,64,1/10/2018,Bloomfield,5,26,USciences,2,12,1,0,1,14,1,3,1,2.5
3716,2016020625,11,25,19,25,19,75,57,2/6/2016,Holy Family,8,29,Post,5,15,1,0,1,14,1,3,0,5.7
3177,2014121726,10,26,25,25,26,66,69,12/17/2014,USciences,7,15,Holy Family,10,29,0,1,1,14,1,3,0,12.2
2984,2014021113,9,13,12,12,13,85,86,2/11/2014,Saint Michael's,10,18,Saint Anselm,13,32,0,1,1,14,1,3,0,15
3990,2017010438,12,38,34,38,34,87,81,1/4/2017,Dist. Columbia,15,33,LIU Post,12,19,1,0,1,14,1,3,0,17.7
2439,2012112811,8,11,12,12,11,83,98,11/28/2012,Merrimack,8,14,Saint Anselm,11,28,0,1,1,14,1,3,0,17.8
2479,2012121023,8,23,27,23,27,65,63,12/10/2012,Wilmington (Del.),4,13,Goldey-Beacom,8,27,1,0,0,14,0,4,1,1.2
4971,2019030110,14,10,6,6,10,61,74,3/1/2019,Franklin Pierce,7,29,Pace,3,15,0,1,0,14,0,4,0,4.1
1338,201902233,14,3,5,5,3,65,79,2/23/2019,American Int'l,10,30,New Haven,6,16,0,1,0,14,0,4,1,4.2
4649,2018111836,14,36,21,21,36,54,61,11/18/2018,NYIT,6,27,Concordia (N.Y.),2,13,0,1,0,14,0,4,0,6.8
3633,2016011431,11,31,38,31,38,76,71,1/14/2016,St. Thomas Aquinas,5,11,Dist. Columbia,9,25,1,0,0,14,0,4,1,9.5
1704,2010011714,5,14,4,4,14,62,68,1/17/2010,So. New Hampshire,8,23,Le Moyne,4,9,0,1,0,14,0,4,1,9.6
2041,2011021221,6,21,23,23,21,78,80,2/12/2011,Concordia (N.Y.),10,25,Wilmington (Del.),6,11,0,1,0,14,0,4,1,14.5
2857,2014010820,9,20,17,20,17,88,74,1/8/2014,Bloomfield,7,27,Felician,3,13,1,0,1,14,1,4,1,2.8
3538,2015121025,11,25,24,25,24,61,54,12/10/2015,Holy Family,7,30,Jefferson,3,16,1,0,1,14,1,4,1,4.5
2662,2013021920,8,20,18,20,18,76,71,2/19/2013,Bloomfield,6,25,Caldwell,2,11,1,0,1,14,1,4,1,5.8
2102,2011111214,7,14,39,14,39,83,71,11/12/2011,So. New Hampshire,11,29,Molloy,7,15,1,0,1,14,1,4,0,8.8
4114,2017020726,12,26,24,24,26,57,71,2/7/2017,USciences,5,10,Jefferson,9,24,0,1,1,14,1,4,0,12.5
5233,20170118110,12,24,31,31,24,73,76,1/18/2017,Jefferson,11,31,St. Thomas Aquinas,6,17,0,1,0,14,0,5,0,0.2
3315,2015020413,10,13,10,13,10,76,64,2/4/2015,Saint Michael's,6,21,Franklin Pierce,11,35,1,0,0,14,0,5,0,2.8
4455,2018012437,13,37,31,31,37,66,80,1/24/2018,Queens (N.Y.),10,31,St. Thomas Aquinas,5,17,0,1,0,14,0,5,0,2.9
4910,2019021325,14,25,26,26,25,79,88,2/13/2019,Holy Family,10,32,USciences,5,18,0,1,0,14,0,5,0,3.5
1170,201801178,13,8,3,3,8,56,68,1/17/2018,Assumption,10,36,American Int'l,5,22,0,1,0,14,0,5,0,5.1
1027,201701071,12,1,12,1,12,86,79,1/7/2017,Saint Rose,4,9,Saint Anselm,9,23,1,0,0,14,0,5,1,5.3
724,201403187,9,7,12,7,12,78,72,3/18/2014,So. Connecticut,2,17,Saint Anselm,7,31,1,0,0,14,0,5,0,10.8
3852,2016111637,12,37,33,37,33,93,87,11/16/2016,Queens (N.Y.),12,33,Roberts Wesleyan,7,19,1,0,1,14,1,5,0,0.4
1100,201711112,13,2,19,2,19,109,82,11/11/2017,Adelphi,12,36,Post,7,22,1,0,1,14,1,5,1,1.5
4128,2017021129,12,29,16,16,29,52,82,2/11/2017,Georgian Court,4,13,Dominican (N.Y.),9,27,0,1,1,14,1,5,1,2.5
