,GameID,SeasonID,HomeID,AwayID,WinID,LossID,HomePts,AwayPts,GameDate,Home,Home3PM,Home3PA,Away,Away3PM,Away3PA,HomeWin,AwayWin,3PAResult,3PAABS,3PMResult,3PMABS,3P%Result,3P%ABS
4101,2017020423,12,23,22,23,22,97,84,2/4/2017,Wilmington (Del.),8,20,Nyack,6,21,1,0,0,1,1,2,1,11.4
2659,2013021633,8,33,39,39,33,51,72,2/16/2013,Roberts Wesleyan,6,21,Molloy,8,20,0,1,0,1,1,2,1,11.4
4756,2019010324,14,24,26,24,26,58,48,1/3/2019,Jefferson,4,16,USciences,2,15,1,0,1,1,1,2,1,11.7
5166,20121219191,8,7,32,32,7,72,75,12/19/2012,So. Connecticut,7,21,Bridgeport,9,20,0,1,0,1,1,2,1,11.7
38,200811259,4,9,32,9,32,96,67,11/25/2008,Bentley,10,20,Bridgeport,8,21,1,0,0,1,1,2,1,11.9
4034,2017011723,12,23,26,23,26,79,70,1/17/2017,Wilmington (Del.),8,19,USciences,6,20,1,0,0,1,1,2,1,12.1
4079,2017012838,12,38,37,37,38,85,91,1/28/2017,Dist. Columbia,6,20,Queens (N.Y.),8,19,0,1,0,1,1,2,1,12.1
824,201502145,10,5,6,5,6,64,49,2/14/2015,New Haven,10,19,Pace,8,20,1,0,0,1,1,2,1,12.6
4901,2019021039,14,39,33,33,39,83,87,2/10/2019,Molloy,8,20,Roberts Wesleyan,10,19,0,1,0,1,1,2,1,12.6
2576,2013012338,8,38,37,37,38,68,70,1/23/2013,Dist. Columbia,3,13,Queens (N.Y.),5,14,0,1,1,1,1,2,1,12.6
563,201301237,8,7,12,12,7,80,83,1/23/2013,So. Connecticut,6,19,Saint Anselm,8,18,0,1,0,1,1,2,1,12.8
670,201401221,9,1,13,1,13,94,92,1/22/2014,Saint Rose,11,19,Saint Michael's,9,20,1,0,0,1,1,2,1,12.9
5209,20150306110,10,24,26,24,26,84,82,3/6/2015,Jefferson,11,19,USciences,9,20,1,0,0,1,1,2,1,12.9
53,200812203,4,3,32,32,3,57,60,12/20/2008,American Int'l,1,14,Bridgeport,3,15,0,1,1,1,1,2,1,12.9
4643,2018111724,14,24,12,12,24,75,79,11/17/2018,Jefferson,4,18,Saint Anselm,6,17,0,1,0,1,1,2,1,13.1
216,201002091,5,1,2,1,2,74,70,2/9/2010,Saint Rose,9,18,Adelphi,7,19,1,0,0,1,1,2,1,13.2
2447,2012112835,8,35,27,27,35,76,85,11/28/2012,Mercy,7,19,Goldey-Beacom,9,18,0,1,0,1,1,2,1,13.2
2607,2013013116,8,16,22,16,22,80,65,1/31/2013,Dominican (N.Y.),7,17,Nyack,5,18,1,0,0,1,1,2,1,13.4
4104,2017020427,12,27,19,27,19,85,63,2/4/2017,Goldey-Beacom,7,17,Post,5,18,1,0,0,1,1,2,1,13.4
4532,2018021316,13,16,19,16,19,67,59,2/13/2018,Dominican (N.Y.),3,14,Post,1,13,1,0,1,1,1,2,1,13.7
3736,2016021127,11,27,16,16,27,63,69,2/11/2016,Goldey-Beacom,3,17,Dominican (N.Y.),5,16,0,1,0,1,1,2,1,13.7
1498,2009012815,4,15,9,9,15,61,73,1/28/2009,Stonehill,6,18,Bentley,8,17,0,1,0,1,1,2,1,13.8
3362,2015021420,10,20,29,20,29,96,73,2/14/2015,Bloomfield,6,16,Georgian Court,4,17,1,0,0,1,1,2,1,14
972,201611128,12,8,22,22,8,67,68,11/12/2016,Assumption,7,18,Nyack,9,17,0,1,0,1,1,2,1,14
542,201301091,8,1,12,12,1,78,88,1/9/2013,Saint Rose,2,12,Saint Anselm,4,13,0,1,1,1,1,2,1,14.1
2012,2011020331,6,31,37,37,31,40,55,2/3/2011,St. Thomas Aquinas,1,12,Queens (N.Y.),3,13,0,1,1,1,1,2,1,14.8
5130,20111203157,7,34,37,34,37,79,63,12/3/2011,LIU Post,6,15,Queens (N.Y.),4,16,1,0,0,1,1,2,1,15
5223,20160223110,11,24,28,28,24,70,74,2/23/2016,Jefferson,4,16,Chestnut Hill,6,15,0,1,0,1,1,2,1,15
2110,2011111612,7,12,15,15,12,44,52,11/16/2011,Saint Anselm,3,15,Stonehill,5,14,0,1,0,1,1,2,1,15.7
1385,2008112539,4,39,16,16,39,58,85,11/25/2008,Molloy,1,11,Dominican (N.Y.),3,12,0,1,1,1,1,2,1,15.9
2690,2013022631,8,31,18,18,31,75,77,2/26/2013,St. Thomas Aquinas,4,15,Caldwell,6,14,0,1,0,1,1,2,1,16.2
3168,2014121333,10,33,39,39,33,75,80,12/13/2014,Roberts Wesleyan,5,15,Molloy,7,14,0,1,0,1,1,2,1,16.7
2228,2012010739,7,39,36,39,36,70,67,1/7/2012,Molloy,5,13,NYIT,3,14,1,0,0,1,1,2,1,17.1
3000,2014021523,9,23,17,17,23,67,70,2/15/2014,Wilmington (Del.),2,9,Felician,4,10,0,1,1,1,1,2,1,17.8
1649,2009122922,5,22,5,22,5,65,62,12/29/2009,Nyack,5,12,New Haven,3,13,1,0,0,1,1,2,1,18.6
2023,2011020812,6,12,9,12,9,67,66,2/8/2011,Saint Anselm,6,12,Bentley,4,13,1,0,0,1,1,2,1,19.2
60,200812914,4,14,5,14,5,69,55,12/9/2008,So. New Hampshire,7,12,New Haven,5,13,1,0,0,1,1,2,1,19.8
4606,2018110913,14,13,21,13,21,105,97,11/9/2018,Saint Michael's,11,30,Concordia (N.Y.),14,31,1,0,0,1,0,3,0,8.5
143,200911291,5,1,6,1,6,91,89,11/29/2009,Saint Rose,8,24,Pace,11,25,1,0,0,1,0,3,0,10.7
4099,2017020418,12,18,29,18,29,74,66,2/4/2017,Caldwell,4,22,Georgian Court,7,23,1,0,0,1,0,3,0,12.2
3218,2015010717,10,17,20,20,17,71,78,1/7/2015,Felician,9,26,Bloomfield,6,27,0,1,1,1,0,3,0,12.4
2125,2011111921,7,21,10,10,21,79,82,11/19/2011,Concordia (N.Y.),9,21,Franklin Pierce,6,20,0,1,0,1,0,3,0,12.9
3805,2016030234,11,34,32,34,32,73,68,3/2/2016,LIU Post,6,20,Bridgeport,9,21,1,0,0,1,0,3,0,12.9
4688,2018120515,14,15,8,15,8,70,61,12/5/2018,Stonehill,4,20,Assumption,7,21,1,0,0,1,0,3,0,13.3
2056,2011021911,6,11,13,11,13,80,68,2/19/2011,Merrimack,5,19,Saint Michael's,8,20,1,0,0,1,0,3,0,13.7
344,201102121,6,1,6,1,6,64,59,2/12/2011,Saint Rose,3,19,Pace,6,20,1,0,0,1,0,3,0,14.2
2220,2012010519,7,19,16,16,19,73,74,1/5/2012,Post,6,19,Dominican (N.Y.),3,18,0,1,0,1,0,3,0,14.9
4468,2018012723,13,23,17,23,17,82,76,1/27/2018,Wilmington (Del.),8,22,Felician,11,21,1,0,1,1,0,3,0,16
2216,2012010439,7,39,31,31,39,73,76,1/4/2012,Molloy,7,17,St. Thomas Aquinas,4,16,0,1,0,1,0,3,0,16.2
168,200912302,5,2,22,2,22,65,61,12/30/2009,Adelphi,7,20,Nyack,10,19,1,0,1,1,0,3,0,17.6
955,201602236,11,6,7,7,6,69,74,2/23/2016,Pace,6,17,So. Connecticut,3,18,0,1,1,1,0,3,0,18.6
3384,2015022033,10,33,35,33,35,58,54,2/20/2015,Roberts Wesleyan,3,14,Mercy,6,15,1,0,0,1,0,3,0,18.6
1091,201702261,12,1,10,1,10,93,80,2/26/2017,Saint Rose,4,12,Franklin Pierce,7,13,1,0,0,1,0,3,0,20.5
644,201312216,9,6,17,6,17,93,88,12/21/2013,Pace,3,16,Felician,6,15,1,0,1,1,0,3,0,21.2
1807,2010022318,5,18,19,19,18,67,80,2/23/2010,Caldwell,7,15,Post,4,16,0,1,1,1,0,3,0,21.7
2442,2012112817,8,17,21,17,21,80,79,11/28/2012,Felician,4,13,Concordia (N.Y.),7,12,1,0,1,1,0,3,0,27.5
4852,2019013021,14,21,20,20,21,83,90,1/30/2019,Concordia (N.Y.),11,32,Bloomfield,14,33,0,1,1,1,1,3,1,8
805,201501283,10,3,13,3,13,88,80,1/28/2015,American Int'l,11,31,Saint Michael's,8,30,1,0,1,1,1,3,1,8.8
1345,201902269,14,9,10,9,10,83,68,2/26/2019,Bentley,12,29,Franklin Pierce,9,28,1,0,1,1,1,3,1,9.3
3445,2015111411,11,11,21,11,21,107,87,11/14/2015,Merrimack,14,32,Concordia (N.Y.),11,33,1,0,0,1,1,3,1,10.5
377,201111129,7,9,20,9,20,83,74,11/12/2011,Bentley,11,25,Bloomfield,8,24,1,0,1,1,1,3,1,10.7
3236,2015011036,10,36,35,36,35,85,69,1/10/2015,NYIT,11,24,Mercy,8,23,1,0,1,1,1,3,1,11
4239,2017111824,13,24,9,24,9,76,71,11/18/2017,Jefferson,11,24,Bentley,8,23,1,0,1,1,1,3,1,11
4755,2019010235,14,35,2,2,35,59,76,1/2/2019,Mercy,8,30,Adelphi,11,29,0,1,0,1,1,3,1,11.2
4320,2017121436,13,36,24,24,36,73,89,12/14/2017,NYIT,5,24,Jefferson,8,25,0,1,1,1,1,3,1,11.2
3727,2016020921,11,21,16,21,16,85,77,2/9/2016,Concordia (N.Y.),12,23,Dominican (N.Y.),9,22,1,0,1,1,1,3,1,11.3
2764,2013112329,9,29,36,29,36,80,79,11/23/2013,Georgian Court,10,23,NYIT,7,22,1,0,1,1,1,3,1,11.7
1920,2011010210,6,10,14,10,14,69,59,1/2/2011,Franklin Pierce,8,23,So. New Hampshire,5,22,1,0,1,1,1,3,1,12.1
3768,2016021930,11,30,34,34,30,76,88,2/19/2016,Daemen,9,20,LIU Post,12,21,0,1,1,1,1,3,1,12.1
1917,2010128225,6,37,35,37,35,95,84,12/8/2010,Queens (N.Y.),11,21,Mercy,8,20,1,0,1,1,1,3,1,12.4
1927,2011010420,6,20,17,20,17,95,72,1/4/2011,Bloomfield,10,21,Felician,7,20,1,0,1,1,1,3,1,12.6
2400,2012111015,8,15,28,15,28,78,59,11/10/2012,Stonehill,9,21,Chestnut Hill,6,20,1,0,1,1,1,3,1,12.9
3737,2016021131,11,31,30,31,30,86,62,2/11/2016,St. Thomas Aquinas,7,21,Daemen,4,20,1,0,1,1,1,3,1,13.3
1249,201811259,14,9,24,9,24,86,70,11/25/2018,Bentley,9,20,Jefferson,6,19,1,0,1,1,1,3,1,13.4
3777,2016022028,11,28,26,28,26,73,72,2/20/2016,Chestnut Hill,8,20,USciences,5,19,1,0,1,1,1,3,1,13.7
3196,2014122123,10,23,13,13,23,61,77,12/21/2014,Wilmington (Del.),5,19,Saint Michael's,8,20,0,1,1,1,1,3,1,13.7
743,201411255,10,5,3,3,5,56,63,11/25/2014,New Haven,7,25,American Int'l,10,24,0,1,0,1,1,3,1,13.7
3974,2017010238,12,38,23,23,38,81,91,1/2/2017,Dist. Columbia,6,24,Wilmington (Del.),9,23,0,1,0,1,1,3,1,14.1
4229,2017111531,13,31,24,31,24,77,67,11/15/2017,St. Thomas Aquinas,6,20,Jefferson,3,19,1,0,1,1,1,3,1,14.2
1053,201701245,12,5,13,13,5,63,66,1/24/2017,New Haven,5,18,Saint Michael's,8,19,0,1,1,1,1,3,1,14.3
1872,2010120116,6,16,19,19,16,60,69,12/1/2010,Dominican (N.Y.),4,18,Post,7,19,0,1,1,1,1,3,1,14.6
2985,2014021117,9,17,20,20,17,83,95,2/11/2014,Felician,6,17,Bloomfield,9,18,0,1,1,1,1,3,1,14.7
3060,2014030539,9,39,37,39,37,69,58,3/5/2014,Molloy,9,22,Queens (N.Y.),6,23,1,0,0,1,1,3,1,14.8
4198,2017111015,13,15,16,16,15,83,86,11/10/2017,Stonehill,6,23,Dominican (N.Y.),9,22,0,1,0,1,1,3,1,14.8
1248,201811258,14,8,36,8,36,76,53,11/25/2018,Assumption,9,21,NYIT,6,22,1,0,0,1,1,3,1,15.6
2323,2012020836,7,36,38,38,36,73,109,2/8/2012,NYIT,9,22,Dist. Columbia,12,21,0,1,0,1,1,3,1,16.2
3535,2015120934,11,34,32,34,32,62,54,12/9/2015,LIU Post,5,19,Bridgeport,2,20,1,0,0,1,1,3,1,16.3
2203,2011223157,6,34,37,37,34,75,81,2/23/2011,LIU Post,6,21,Queens (N.Y.),9,20,0,1,0,1,1,3,1,16.4
4884,2019020723,14,23,16,16,23,83,92,2/7/2019,Wilmington (Del.),6,21,Dominican (N.Y.),9,20,0,1,0,1,1,3,1,16.4
3486,2015112137,11,37,29,29,37,65,67,11/21/2015,Queens (N.Y.),3,16,Georgian Court,6,17,0,1,1,1,1,3,1,16.5
2180,2011121026,7,26,19,19,26,55,63,12/10/2011,USciences,3,20,Post,6,19,0,1,0,1,1,3,1,16.6
3327,2015020712,10,12,9,12,9,80,59,2/7/2015,Saint Anselm,8,19,Bentley,5,20,1,0,0,1,1,3,1,17.1
3775,2016022022,11,22,16,22,16,84,76,2/20/2016,Nyack,9,19,Dominican (N.Y.),6,20,1,0,0,1,1,3,1,17.4
483,201202185,7,5,7,7,5,51,66,2/18/2012,New Haven,2,18,So. Connecticut,5,17,0,1,0,1,1,3,1,18.3
5235,20170128110,12,24,16,24,16,75,65,1/28/2017,Jefferson,6,17,Dominican (N.Y.),3,18,1,0,0,1,1,3,1,18.6
2273,2012012427,7,27,23,27,23,73,64,1/24/2012,Goldey-Beacom,10,18,Wilmington (Del.),7,19,1,0,0,1,1,3,1,18.8
1621,2009120823,5,23,25,23,25,82,67,12/8/2009,Wilmington (Del.),7,17,Holy Family,4,18,1,0,0,1,1,3,1,19
116,200902243,4,3,15,15,3,58,67,2/24/2009,American Int'l,5,18,Stonehill,8,17,0,1,0,1,1,3,1,19.3
3747,2016021328,11,28,16,28,16,60,46,2/13/2016,Chestnut Hill,5,16,Dominican (N.Y.),2,17,1,0,0,1,1,3,1,19.5
1585,2009112113,5,13,21,13,21,57,51,11/21/2009,Saint Michael's,4,15,Concordia (N.Y.),1,14,1,0,1,1,1,3,1,19.6
1685,2010010916,5,16,25,16,25,87,62,1/9/2010,Dominican (N.Y.),6,14,Holy Family,3,13,1,0,1,1,1,3,1,19.8
4004,2017010823,12,23,16,23,16,72,69,1/8/2017,Wilmington (Del.),6,16,Dominican (N.Y.),3,17,1,0,0,1,1,3,1,19.9
317,201101195,6,5,13,13,5,56,63,1/19/2011,New Haven,3,17,Saint Michael's,6,16,0,1,0,1,1,3,1,19.9
5080,20100109157,5,34,31,34,31,87,42,1/9/2010,LIU Post,7,16,St. Thomas Aquinas,4,17,1,0,0,1,1,3,1,20.3
2546,2013011235,8,35,31,31,35,75,79,1/12/2013,Mercy,2,16,St. Thomas Aquinas,5,15,0,1,0,1,1,3,1,20.8
823,201502141,10,1,4,1,4,82,71,2/14/2015,Saint Rose,8,15,Le Moyne,5,16,1,0,0,1,1,3,1,22
2120,2011111912,7,12,19,12,19,70,41,11/19/2011,Saint Anselm,6,14,Post,3,15,1,0,0,1,1,3,1,22.9
3652,2016012027,11,27,24,24,27,63,73,1/20/2016,Goldey-Beacom,3,15,Jefferson,6,14,0,1,0,1,1,3,1,22.9
3313,2015013139,10,39,33,39,33,70,59,1/31/2015,Molloy,5,13,Roberts Wesleyan,2,14,1,0,0,1,1,3,1,24.2
2142,2011112728,7,28,32,28,32,70,69,11/27/2011,Chestnut Hill,6,13,Bridgeport,3,14,1,0,0,1,1,3,1,24.8
5082,20100111225,5,37,34,34,37,85,98,1/11/2010,Queens (N.Y.),4,14,LIU Post,7,13,0,1,0,1,1,3,1,25.2
260,201011211,6,1,21,1,21,86,70,11/21/2010,Saint Rose,5,12,Concordia (N.Y.),2,13,1,0,0,1,1,3,1,26.3
5084,20100113225,5,37,31,37,31,82,75,1/13/2010,Queens (N.Y.),5,11,St. Thomas Aquinas,2,12,1,0,0,1,1,3,1,28.8
244,201011129,6,9,20,20,9,84,86,11/12/2010,Bentley,11,24,Bloomfield,7,23,0,1,0,1,0,4,0,15.4
1013,201612178,12,8,25,25,8,69,76,12/17/2016,Assumption,10,24,Holy Family,6,23,0,1,0,1,0,4,0,15.6
838,201502245,10,5,2,5,2,62,61,2/24/2015,New Haven,4,20,Adelphi,8,21,1,0,0,1,0,4,0,18.1
4333,2017121735,13,35,33,35,33,91,89,12/17/2017,Mercy,9,25,Roberts Wesleyan,13,24,1,0,1,1,0,4,0,18.2
1674,2010010632,5,32,36,32,36,88,80,1/6/2010,Bridgeport,6,19,NYIT,10,20,1,0,0,1,0,4,0,18.4
2499,2012122934,8,34,28,34,28,91,75,12/29/2012,LIU Post,6,19,Chestnut Hill,10,20,1,0,0,1,0,4,0,18.4
161,200912208,5,8,9,9,8,61,71,12/20/2009,Assumption,8,22,Bentley,4,23,0,1,1,1,0,4,0,19
4840,2019012632,14,32,36,32,36,102,88,1/26/2019,Bridgeport,6,23,NYIT,10,22,1,0,1,1,0,4,0,19.4
2078,2011022517,6,17,25,17,25,79,71,2/25/2011,Felician,3,21,Holy Family,7,20,1,0,1,1,0,4,0,20.7
4736,2018122924,14,24,39,24,39,86,81,12/29/2018,Jefferson,3,16,Molloy,7,17,1,0,0,1,0,4,0,22.4
1561,2009022412,4,12,1,12,1,88,79,2/24/2009,Saint Anselm,4,19,Saint Rose,8,18,1,0,1,1,0,4,0,23.3
2684,2013022333,8,33,37,37,33,65,76,2/23/2013,Roberts Wesleyan,6,16,Queens (N.Y.),2,15,0,1,0,1,0,4,0,24.2
2279,2012012622,7,22,16,16,22,73,76,1/26/2012,Nyack,6,15,Dominican (N.Y.),2,16,0,1,1,1,0,4,0,27.5
3480,2015112116,11,16,31,31,16,72,82,11/21/2015,Dominican (N.Y.),8,11,St. Thomas Aquinas,4,10,0,1,0,1,0,4,0,32.7
1464,2009011317,4,17,22,17,22,82,75,1/13/2009,Felician,3,13,Nyack,7,12,1,0,1,1,0,4,0,35.2
1270,201812125,14,5,27,27,5,69,81,12/12/2018,New Haven,9,25,Goldey-Beacom,13,26,0,1,1,1,1,4,1,14
469,201202083,7,3,4,3,4,65,60,2/8/2012,American Int'l,10,26,Le Moyne,6,25,1,0,1,1,1,4,1,14.5
3644,2016011736,11,36,30,30,36,67,83,1/17/2016,NYIT,6,24,Daemen,10,25,0,1,1,1,1,4,1,15
236,201002246,5,6,3,3,6,68,78,2/24/2010,Pace,5,24,American Int'l,9,25,0,1,1,1,1,4,1,15.2
2770,2013112613,9,13,8,13,8,70,55,11/26/2013,Saint Michael's,9,24,Assumption,5,23,1,0,1,1,1,4,1,15.8
4294,2017120519,13,19,20,20,19,62,75,12/5/2017,Post,5,27,Bloomfield,9,26,0,1,0,1,1,4,1,16.1
4934,2019021928,14,28,25,25,28,73,89,2/19/2019,Chestnut Hill,5,22,Holy Family,9,23,0,1,1,1,1,4,1,16.4
2883,2014011413,9,13,5,5,13,68,78,1/14/2014,Saint Michael's,5,21,New Haven,9,22,0,1,1,1,1,4,1,17.1
3689,2016013027,11,27,22,22,27,65,67,1/30/2016,Goldey-Beacom,7,20,Nyack,11,21,0,1,1,1,1,4,1,17.4
3923,2016120829,12,29,35,35,29,57,68,12/8/2016,Georgian Court,4,20,Mercy,8,21,0,1,1,1,1,4,1,18.1
4751,2019010229,14,29,23,23,29,77,89,1/2/2019,Georgian Court,5,24,Wilmington (Del.),9,23,0,1,0,1,1,4,1,18.3
721,201403155,9,5,20,20,5,57,59,3/15/2014,New Haven,5,19,Bloomfield,9,20,0,1,1,1,1,4,1,18.7
3976,2017010412,12,12,6,6,12,75,85,1/4/2017,Saint Anselm,6,18,Pace,10,19,0,1,1,1,1,4,1,19.3
1093,201703014,12,4,12,12,4,68,71,3/1/2017,Le Moyne,6,23,Saint Anselm,10,22,0,1,0,1,1,4,1,19.4
1172,201801201,13,1,8,1,8,91,67,1/20/2018,Saint Rose,13,22,Assumption,9,23,1,0,0,1,1,4,1,20
4356,2017123132,13,32,9,32,9,72,70,12/31/2017,Bridgeport,10,18,Bentley,6,17,1,0,1,1,1,4,1,20.3
264,201011236,6,6,7,7,6,66,82,11/23/2010,Pace,2,18,So. Connecticut,6,19,0,1,1,1,1,4,1,20.5
1897,2010121127,6,27,28,27,28,84,64,12/11/2010,Goldey-Beacom,9,18,Chestnut Hill,5,17,1,0,1,1,1,4,1,20.6
5128,20111127157,7,34,17,34,17,92,78,11/27/2011,LIU Post,12,20,Felician,8,21,1,0,0,1,1,4,1,21.9
2826,2013121911,9,11,5,5,11,53,83,12/19/2013,Merrimack,5,20,New Haven,9,19,0,1,0,1,1,4,1,22.4
1923,2011010216,6,16,21,16,21,78,72,1/2/2011,Dominican (N.Y.),7,17,Concordia (N.Y.),3,16,1,0,1,1,1,4,1,22.4
4475,2018013017,13,17,16,17,16,83,60,1/30/2018,Felician,10,19,Dominican (N.Y.),6,20,1,0,0,1,1,4,1,22.6
3584,2016010312,11,12,32,12,32,91,72,1/3/2016,Saint Anselm,11,19,Bridgeport,7,20,1,0,0,1,1,4,1,22.9
475,201202117,7,7,3,7,3,72,60,2/11/2012,So. Connecticut,9,18,American Int'l,5,19,1,0,0,1,1,4,1,23.7
5197,20141209110,10,24,28,24,28,63,49,12/9/2014,Jefferson,5,16,Chestnut Hill,1,15,1,0,1,1,1,4,1,24.6
1409,2008121328,4,28,20,20,28,65,80,12/13/2008,Chestnut Hill,4,14,Bloomfield,8,15,0,1,1,1,1,4,1,24.7
3310,2015013135,10,35,32,32,35,65,84,1/31/2015,Mercy,4,14,Bridgeport,8,15,0,1,1,1,1,4,1,24.7
3806,2016030238,11,38,35,35,38,71,72,3/2/2016,Dist. Columbia,4,18,Mercy,8,17,0,1,0,1,1,4,1,24.9
2079,2011022522,6,22,24,24,22,56,89,2/25/2011,Nyack,5,18,Jefferson,9,17,0,1,0,1,1,4,1,25.1
2922,2014012521,9,21,28,21,28,70,63,1/25/2014,Concordia (N.Y.),5,15,Chestnut Hill,1,14,1,0,1,1,1,4,1,26.2
2527,2013010926,8,26,24,26,24,63,43,1/9/2013,USciences,7,14,Jefferson,3,13,1,0,1,1,1,4,1,26.9
508,201211207,8,7,8,8,7,67,80,11/20/2012,So. Connecticut,3,13,Assumption,7,14,0,1,1,1,1,4,1,26.9
1736,2010012623,5,23,28,28,23,66,73,1/26/2010,Wilmington (Del.),5,16,Chestnut Hill,9,15,0,1,0,1,1,4,1,28.7
2123,2011111916,7,16,31,16,31,71,54,11/19/2011,Dominican (N.Y.),5,14,St. Thomas Aquinas,1,15,1,0,0,1,1,4,1,29
1832,2010110225,6,37,31,37,31,69,52,1/10/2010,Queens (N.Y.),6,13,St. Thomas Aquinas,2,12,1,0,1,1,1,4,1,29.5
4509,2018020724,13,24,26,24,26,59,44,2/7/2018,Jefferson,5,13,USciences,1,12,1,0,1,1,1,4,1,30.2
2105,2011111321,7,21,12,12,21,59,86,11/13/2011,Concordia (N.Y.),3,13,Saint Anselm,7,12,0,1,0,1,1,4,1,35.2
3653,2016012031,11,31,32,31,32,93,85,1/20/2016,St. Thomas Aquinas,5,20,Bridgeport,10,21,1,0,0,1,0,5,0,22.6
2631,2013020913,8,13,10,10,13,60,69,2/9/2013,Saint Michael's,7,21,Franklin Pierce,2,22,0,1,1,1,0,5,0,24.2
446,201201214,7,4,12,12,4,62,69,1/21/2012,Le Moyne,11,21,Saint Anselm,6,22,0,1,1,1,0,5,0,25.1
564,201301238,8,8,10,10,8,59,79,1/23/2013,Assumption,9,17,Franklin Pierce,4,16,0,1,0,1,0,5,0,27.9
4043,2017011832,12,32,38,32,38,80,77,1/18/2017,Bridgeport,4,18,Dist. Columbia,9,17,1,0,1,1,0,5,0,30.7
4226,2017111512,13,12,10,12,10,95,76,11/15/2017,Saint Anselm,11,28,Franklin Pierce,6,27,1,0,1,1,1,5,1,17.1
3181,2014121918,10,18,9,9,18,70,80,12/19/2014,Caldwell,8,25,Bentley,13,26,0,1,1,1,1,5,1,18
4081,2017013011,12,11,7,11,7,100,94,1/30/2017,Merrimack,12,27,So. Connecticut,7,28,1,0,0,1,1,5,1,19.4
3977,2017010413,12,13,7,7,13,79,86,1/4/2017,Saint Michael's,7,23,So. Connecticut,12,24,0,1,1,1,1,5,1,19.6
3297,2015013037,10,37,33,33,37,72,81,1/30/2015,Queens (N.Y.),6,23,Roberts Wesleyan,11,24,0,1,1,1,1,5,1,19.7
2758,2013112311,9,11,10,10,11,80,111,11/23/2013,Merrimack,8,21,Franklin Pierce,13,22,0,1,1,1,1,5,1,21
4594,2018022830,13,30,33,30,33,75,69,2/28/2018,Daemen,8,23,Roberts Wesleyan,3,22,1,0,1,1,1,5,1,21.2
3084,2014111610,10,10,36,10,36,84,74,11/16/2014,Franklin Pierce,12,22,NYIT,7,21,1,0,1,1,1,5,1,21.2
1020,201612307,12,7,25,7,25,78,65,12/30/2016,So. Connecticut,8,24,Holy Family,3,25,1,0,0,1,1,5,1,21.3
677,201401258,9,8,3,3,8,64,72,1/25/2014,Assumption,6,21,American Int'l,11,22,0,1,1,1,1,5,1,21.4
4486,2018013115,13,15,9,15,9,74,70,1/31/2018,Stonehill,8,22,Bentley,3,21,1,0,1,1,1,5,1,22.1
4189,2017030414,12,14,12,12,14,68,73,3/4/2017,So. New Hampshire,5,24,Saint Anselm,10,23,0,1,0,1,1,5,1,22.7
3520,2015120522,11,22,21,21,22,77,80,12/5/2015,Nyack,6,24,Concordia (N.Y.),11,23,0,1,0,1,1,5,1,22.8
129,200911151,5,1,20,1,20,90,62,11/15/2009,Saint Rose,9,21,Bloomfield,4,20,1,0,1,1,1,5,1,22.9
3329,2015020714,10,14,11,11,14,73,85,2/7/2015,So. New Hampshire,7,23,Merrimack,12,22,0,1,0,1,1,5,1,24.1
3897,2016113037,12,37,35,37,35,93,73,11/30/2016,Queens (N.Y.),9,19,Mercy,4,18,1,0,1,1,1,5,1,25.2
5184,20131214110,9,24,27,24,27,85,77,12/14/2013,Jefferson,10,17,Goldey-Beacom,5,16,1,0,1,1,1,5,1,27.5
4686,2018120511,14,11,10,10,11,83,86,12/5/2018,Merrimack,5,20,Franklin Pierce,10,19,0,1,0,1,1,5,1,27.6
2639,2013021218,8,18,21,21,18,77,91,2/12/2013,Caldwell,4,16,Concordia (N.Y.),9,17,0,1,1,1,1,5,1,27.9
3151,2014120631,10,31,32,32,31,64,74,12/6/2014,St. Thomas Aquinas,4,16,Bridgeport,9,15,0,1,0,1,1,5,1,35
2966,2014020730,9,30,39,30,39,111,72,2/7/2014,Daemen,8,13,Molloy,3,14,1,0,0,1,1,5,1,40.1
2457,2012120134,8,34,32,34,32,89,71,12/1/2012,LIU Post,9,13,Bridgeport,4,14,1,0,0,1,1,5,1,40.6
4033,2017011618,12,18,19,18,19,70,62,1/16/2017,Caldwell,7,28,Post,13,27,1,0,1,1,0,6,0,23.1
1713,2010012014,5,14,6,14,6,65,63,1/20/2010,So. New Hampshire,4,20,Pace,10,21,1,0,0,1,0,6,0,27.6
4080,2017012839,12,39,33,39,33,77,64,1/28/2017,Molloy,2,17,Roberts Wesleyan,8,16,1,0,1,1,0,6,0,38.2
3248,2015011635,10,35,33,33,35,70,73,1/16/2015,Mercy,9,14,Roberts Wesleyan,3,13,0,1,0,1,0,6,0,41.2
1890,2010120920,6,20,18,18,20,104,80,12/9/2010,Bloomfield,10,13,Caldwell,4,12,0,1,0,1,0,6,0,43.6
3417,2015022816,10,16,23,23,16,67,69,2/28/2015,Dominican (N.Y.),6,13,Wilmington (Del.),0,12,0,1,0,1,0,6,0,46.2
4718,2018121539,14,39,35,39,35,96,76,12/15/2018,Molloy,15,28,Mercy,9,27,1,0,1,1,1,6,1,20.3
4548,2018021715,13,15,8,15,8,72,54,2/17/2018,Stonehill,14,28,Assumption,8,27,1,0,1,1,1,6,1,20.4
4062,2017012510,12,10,6,6,10,67,68,1/25/2017,Franklin Pierce,7,29,Pace,13,28,0,1,0,1,1,6,1,22.3
